. кроме того , :  count:282  textCnt:261
стартовал с космодром плесецк :  count:7  textCnt:7
, который может быть :  count:7  textCnt:7
год . тогда погиб :  count:7  textCnt:7
ирак и афганистан . :  count:7  textCnt:6
четверг по московский временю :  count:7  textCnt:7
ракета носитель союз фг :  count:7  textCnt:5
исследование космический пространство nasa :  count:7  textCnt:7
, что в будущее :  count:7  textCnt:7
ступень , произошёл аварийный :  count:7  textCnt:7
сообщаю независимый газета . :  count:7  textCnt:7
второй ступень , произошёл :  count:7  textCnt:7
перминов отметил , что :  count:7  textCnt:6
министр оборона сергей иван :  count:7  textCnt:7
, к такой вывод :  count:7  textCnt:7
о это заявил на :  count:7  textCnt:7
. о это говорюсь :  count:7  textCnt:7
, сказал министр . :  count:7  textCnt:6
отправился в космос в :  count:6  textCnt:6
, сообщаю telegraph . :  count:6  textCnt:6
геннадий падалка и бортинженер :  count:6  textCnt:6
. с его помощь :  count:6  textCnt:6
открытый космос . в :  count:6  textCnt:6
не представляю опасность для :  count:6  textCnt:5
по технический причина . :  count:6  textCnt:6
на территория сша , :  count:6  textCnt:5
в июнь прошлое год :  count:6  textCnt:6
год аппарат последний раз :  count:6  textCnt:6
. в ход визит :  count:6  textCnt:4
, речь иду о :  count:6  textCnt:5
лето 1999 год аппарат :  count:6  textCnt:6
сообщаю washington post . :  count:6  textCnt:6
вуз , в который :  count:6  textCnt:4
пишу в понедельник газета :  count:6  textCnt:6
получить более подробный информация :  count:6  textCnt:6
командующий группа российский войско :  count:6  textCnt:6
в основное из азот :  count:6  textCnt:6
в плотный слою атмосфера :  count:6  textCnt:6
прогресс м1 11 , :  count:6  textCnt:5
первый представитель космический войско :  count:6  textCnt:6
, а также с :  count:6  textCnt:6
есть запущен в 1997 :  count:6  textCnt:6
сообщаю space . com :  count:6  textCnt:6
руководитель полетом российский сегмент :  count:6  textCnt:6
в район полигон тобольск :  count:6  textCnt:5
добавил , что в :  count:6  textCnt:6
в 2004 год . :  count:6  textCnt:6
россиянин геннадий падалка и :  count:6  textCnt:6
, что в случай :  count:6  textCnt:6
, находящийся на орбита :  count:6  textCnt:6
. по слово создатель :  count:6  textCnt:5
два выход в открытый :  count:6  textCnt:6
как сообщаю reuters , :  count:6  textCnt:6
российский сегмент мкс владимир :  count:6  textCnt:6
о воинский обязанность и :  count:6  textCnt:4
, 2 миллиард доллар :  count:6  textCnt:6
министерство образование и наука :  count:6  textCnt:5
сообщил , что в :  count:6  textCnt:6
и венера , чтобы :  count:6  textCnt:6
на 2005 год , :  count:6  textCnt:6
так же , как :  count:6  textCnt:6
открытый космос , сообщаю :  count:6  textCnt:6
. как сообщаю информационный :  count:6  textCnt:5
эксперт полагаю , что :  count:6  textCnt:5
то же время , :  count:6  textCnt:6
на земля вместе с :  count:6  textCnt:6
. по слово министр :  count:6  textCnt:4
азот и метан . :  count:6  textCnt:6
. оказался , что :  count:6  textCnt:6
, состоящий в основное :  count:6  textCnt:6
утверждаю , что в :  count:6  textCnt:6
состоящий в основное из :  count:6  textCnt:6
к конец 2005 год :  count:6  textCnt:6
по слово представитель nasa :  count:6  textCnt:6
привести к том , :  count:6  textCnt:6
уголовный дело по факт :  count:6  textCnt:6
уватский район тюменский область :  count:6  textCnt:6
, что на планет :  count:6  textCnt:4
, сообщаю washington post :  count:6  textCnt:6
официальный представитель цуп валерий :  count:6  textCnt:6
, 5 миллион километр :  count:6  textCnt:6
, что в конец :  count:6  textCnt:6
, пишу газета washington :  count:6  textCnt:6
2 миллиард доллар . :  count:6  textCnt:6
попытался получить более подробный :  count:6  textCnt:6
3 , 5 миллиард :  count:6  textCnt:6
земля , а в :  count:6  textCnt:6
с космодром байконур стартовал :  count:6  textCnt:6
сообщаю итар тасс , :  count:6  textCnt:6
раз больше , чем :  count:6  textCnt:6
геннадий падалка и майкл :  count:6  textCnt:6
июль 2004 год . :  count:6  textCnt:6
достаточный скорость для путешествие :  count:6  textCnt:6
являюсь то , что :  count:6  textCnt:6
земля и венера , :  count:6  textCnt:6
00 по московский временю :  count:6  textCnt:6
как сообщаю итар тасс :  count:6  textCnt:6
los angeles times . :  count:6  textCnt:6
